,rating,title,timestamp,preprocessed_review,sentiment,label
649390,5,Como lo esperaba,2019-05-06 04:25:39.232,como lo esperaba queda estupendo gusta mucho,1.0,1
476007,5,Muy lindas,2020-11-05 17:01:12.724,muy lindas encantaron las combino con cualquier outfit aparte venía una de regalo,1.0,1
264344,5,Great foundation - not cakey!,2020-01-06 15:06:12.408,great foundation   cakey think find new favorite foundation good job mask pore not look cakey buildable use sponge apply build coverage day office day combine little bit moisturizer super lightweight coverage,1.0,1
316009,5,Fun wig,2019-10-14 14:15:25.833,fun wig order know exactly like cool fit great not want beetlejuice halloween like feel want joker disgust maybe mermaid fun thought try,1.0,1
79443,5,Atomic Pink/ deep purple,2014-07-29 03:59:19.000,atomic pink deep purple complain bleed say cowashe cold water   week dye goodness sake wash shiz wash right away harsh shampoo ll away extra dye ll cause bleeding ruboff heaven betsy atomic pink color will not budge leave want wash wash wash death wash couple time day color unaffected will not worry look like texas chainsaw massacre yeabr br deep purple cover mess bleach henna indigo orange root dark blue green end   lovely yes cut lot conditioner help bleeding,1.0,1
349830,2,Smh,2021-08-27 22:58:06.724,smh hair suck,-0.5,0
77006,5,MUST HAVE,2019-02-28 01:45:27.209,good quality value   perfect size travel home,1.0,1
190615,5,Luv Zum!,2013-09-10 14:01:25.000,luv zum indigo wild make great product   love wee zum bar   smell good leave skin soft   s righti say skin   originally buy use couple bar gift basket invite baby shower   know d couple bar leave great baby skin   absolutely love m guess go skin saver winter use woodstove skin dry   scent soothing   great bed showerbr br drawback goat milk soap go fast   familiar melt away fast commercial soap   m aware not affect ratingbr couple tip extend lifebr cut bar half thirdsbr bar dish outside shower high shower water not hit shower,1.0,1
87353,5,The picture makes this bar of shea butter look like a block of hand soap,2014-10-29 17:34:14.000,picture make bar shea butter look like block hand soap picture make bar shea butter look like block hand soap huge quality item price beat package bar big slice use use additional beauty product,1.0,1
449714,1,polish,2021-12-04 17:08:18.396,polish disappoint quality polish peel day   buy brand,-1.0,0
420704,5,Five Stars,2017-02-11 16:47:59.000,star glad good amazon,1.0,1
109448,5,Excelente,2020-08-12 02:02:03.216,excelente excelente llegó tiempo y en perfectas condicione,1.0,1
512032,5,Just what I needed,2016-03-16 17:27:19.000,need perfect product seperate store eye palette filmsy way nice heavy functional lie lorac mega pro,1.0,1
185051,4,See through but economic,2018-08-21 14:22:56.221,economic little not beat price good start business,0.5,1
307940,5,A setting for cool without having to hold the button constantly.,2019-06-06 01:38:04.239,setting cool have hold button constantly rarely write review wow rare product take surprise look low price blow dryer selection cool temperature have hold button time purchase setting cool light weight super handling superbuy,1.0,1
658757,5,Love it when I change the blade and screen out ...,2018-05-28 21:56:16.335,love change blade screen   love change blade screen shaver   feel like m new shaver   close shave glide face   ve own braun     year,1.0,1
102727,4,Nice little clipper,2010-03-18 22:18:35.000,nice little clipper work pretty trim mustache   sideburn beard plus useful hair neater trip barber   light travel slim compact unit mind father day,0.5,1
341401,5,Five Stars,2016-12-22 13:13:01.000,star love,1.0,1
7722,4,Useful,2019-12-18 00:28:36.074,useful exactly expect,0.5,1
161762,5,Love them,2020-07-13 08:42:43.274,love use time easy hold clean use,1.0,1
251710,5,very good,2015-06-02 19:59:28.000,good will not rehash positive want add product stay slippery ve run blade visible foam great plus blade buffer like,1.0,1
628213,3,length very short,2019-02-26 15:30:21.169,length short short average size acrylic brush fine,0.0,0
165391,5,Greaaat!!!!!!,2021-09-10 19:38:48.665,greaaat,1.0,1
117814,5,Its perfect and simple to fix,2019-12-17 23:30:23.956,perfect simple fix cord professional salon hair clipper work perfect,1.0,1
200107,1,One Star,2015-06-08 07:00:37.000,star inaccurate description   return,-1.0,0
490841,5,Real hair!  Washable and doesn't fade,2021-12-30 20:04:06.615,real hair   washable not fade love look,1.0,1
423803,1,Don’t waste your money,2023-03-26 22:31:24.762,not waste money love concept eager try crab black orchid diffuser ass recommend influencer diffuser fit hair dryer return discover adapter order think woukd shadebr br styling session have diffuser pop dryer time annoying frustratingbr br favor diffuser actually fit hair dryer not heavy dryer work black orchid diffyser snozzle total flop,-1.0,0
517492,5,Quality,2019-01-15 01:06:51.879,quality great quality wig wear day get ton compliment real look,1.0,1
229170,3,Not for asian with straight eyelashes,2020-07-07 05:47:24.631,asian straight eyelash not work korean not eyelid eyelash straight straight lash right like   pair hard look good straight lash,0.0,0
517750,5,Great for wetting hair,2019-03-05 11:22:41.839,great wet hair work great water see review say version bag spray way upright ve sideway upside work rarely ill fill close will not spray try easily fix put onbut seal reach water squeeze trigger spray properly closingseale normal use produce nice long mist,1.0,1
405220,5,Best nail polish I've used so far,2021-12-15 03:32:33.647,good nail polish ve far go smooth cover application away shine color consistency perfect last week definitely buy line,1.0,1
396872,2,Too heavy,2023-01-03 16:18:34.350,heavy product heavy metal   brush bristle cheap   cute thought good brush set,-0.5,0
129952,5,Five Stars,2016-05-13 02:45:02.000,star great soap lot exfoliate bead soap earth friendly container,1.0,1
255318,3,Pretty but break easily,2021-06-25 20:04:12.689,pretty break easily nice color stay   problem ve   break inside applicator time   clear crayon come applicator consider entirely cover vacuum seal plastic foreign language,0.0,0
128006,5,Delicate and detailed,2021-08-12 22:22:41.084,delicate detailed get wife toddler look fun new accessory toddler not headband toddler abundantly clear hate headband wife happy set   butterfly unique wife opt match bow pigtail actually like different add fun uniqueness delicate material sheer detail butterfly different sized shape wing obviously actual design different body glitter clip cover ribbon easy not snag perfect little wear pleased,1.0,1
278176,1,One Star,2017-04-07 23:55:56.000,star broke comb pink,-1.0,0
425981,1,Only recommend for oily skin,2022-02-26 20:25:16.693,recommend oily skin leave skin feel super dry recommend normal skin order skin,-1.0,0
138635,5,Good and sturdy,2019-12-12 08:13:27.391,good sturdy think dot tool end little small geat product cheap,1.0,1
224442,2,Not a good value for the money,2021-09-30 23:33:02.259,good value money buy fragrance think decent value order big bottle m disappointed buy big bottle fragrance water total waste money recommend,-0.5,0
599861,5,Works perfectly!,2019-12-04 15:34:58.329,work perfectly work perfectly follow instrucrion tip have successful experience   wait uninterrupted time complete process begin   read direction completely important   item ll need ready   sure nail area completely clean   find comfortable place sit plenty light   follow step step direction letter   sit watch magic happen,1.0,1
415941,5,For keeping hydrangeas fresh,2022-11-07 18:06:52.017,keep hydrangea fresh order alum powder consumption use cut hydrangea secret florist use hydrangea fresh alum powder cut stem dip alum powder place arrangement voila,1.0,1
232182,4,Bought this in a smaller size and liked it. Pump was broken on arrival.,2022-11-22 04:14:51.952,buy small size like pump break arrival buy product past small size great conditioner curl upset pump arrive break plan conditioner pretty upset have work broken pump,0.5,1
330828,5,Amazing,2022-11-19 17:06:21.638,amazing not try not know wait work,1.0,1
156873,4,WOW - what a great product!,2018-10-09 02:53:25.202,wow   great product purchase product recommendation doctor   want try instead give oral narcotic joint pain   follow instruction apply twice day   day pain free   lavender scent overwhelming definitely feminine profile,0.5,1
464624,5,Nice product !,2018-09-06 13:47:09.313,nice product   love soap house,1.0,1
587923,2,Doesn’t last long,2019-06-18 19:09:07.543,not long drill break   month,-0.5,0
476719,5,Buy this!,2015-07-18 17:30:48.000,buy awesome bottle absolutely perfect,1.0,1
215216,5,Good.,2017-09-04 21:28:36.085,good wish foot gel coverage thing like glove great,1.0,1
272998,4,some relief with daily use,2020-01-20 19:58:28.068,relief daily use relief daily use need   dmso well relief,0.5,1
328683,5,So Pretty!,2020-06-16 22:49:11.746,pretty pretty m huge fan sheer polish nice clean look sheer white hard find happy purchase,1.0,1
486457,1,This product arrived yellow,2013-06-26 17:18:34.000,product arrive yellow not know makeup old arrive orange color like picture provide call radiant warmth   buy mineral powder company picture yellow color   think wrong pay return postage cost product refund not know fluke company not try customer   send can response return product not think buy advice spend dollar buy mineral powder product prove superior,-1.0,0
108163,5,Perfectos,2021-02-09 23:43:12.095,perfectos muy buena calidad,1.0,1
128874,5,I absolutely love their eye gel and vitamin C serum and they ...,2015-10-08 02:32:08.000,absolutely love eye gel vitamin c serum     year old notice skin get dry wrinkle easy   young   yo try help   radha ask try dead sea mud mask   absolutely love eye gel vitamin c serum help having mud mask sound like special opportunitybr br life good   apply direct week   week   mask smell good feel slick apply   dry quickly depend thickly place warm wet washcloth face help soften mask come easily   take notice face feel smooth continue couple weeksbr br kicker attend reunion sort place retire young sister ask look young nice reunion number people ask kind complexion skin color look good tell not use foundation kind   use radha lotion get amazon love include mud mask vitamin c serum eye gel   surprised lack foundation   seriously think lotion try   adore one combination work wonderfully   thank radha,1.0,1
232196,5,Very good.,2020-02-05 19:22:45.683,good love scent fresh clean kind thin mix badger brush slick,1.0,1
515559,5,Great buy and Product.,2021-04-06 02:25:13.675,great buy product work great family love,1.0,1
669308,3,Colors are nice.,2020-06-06 21:35:37.586,color nice like color lovely bronze color open spill bottle damagei email dealer   response,0.0,0
121376,5,Easy to clip in and nice looking hair piece,2019-07-18 03:30:38.973,easy clip nice look hair piece nice product way long need return thing not like piece instead one individual clip one,1.0,1
16858,5,Great,2022-11-27 03:54:52.417,great look great store thing,1.0,1
46138,2,Beautiful colors until i put them on my skin and ...,2018-03-26 20:53:50.760,beautiful color skin   beautiful color skin not fair skin eye shadow barely,-0.5,0
72963,5,Very nice!,2020-03-13 18:29:10.180,nice son love look cool room like speed color light change depend mode pick,1.0,1
369498,2,Not lint free,2020-08-05 13:06:32.272,lint free lint free   maybe mean include free lint product,-0.5,0
650916,4,Rainbows on any color,2018-03-04 21:44:26.911,rainbow color nail powder work have problem patchiness black show imperfection color ve try color create fantastic forgiving rainbow holo effect,0.5,1
324018,1,very unhappy,2013-03-19 18:52:14.000,unhappy case fall   brush fade wash hold brush fall unhappy,-1.0,0
587141,5,Stars,2022-01-13 19:26:35.542,stars box good condition taste great family east coast miss,1.0,1
234497,2,"Mixed feelings - If you are particular, read before purchasing",2019-01-20 15:18:09.197,mix feeling   particular read purchase item work job purchase item minimalist appearance offer color walnut bamboo work contemporary homebr br positive state color fake veneer suppose look like wood manufacturing defect noticeable seam center container distract cheapen product instead feel like wood veneer seam give away decalbr br purchase walnut bamboo option keep bamboo seam severe unfortunately find streamline lotion warmer return onebr br lastly unit come oil bottle like gold shiny ring oil bottle pump line minimalist aesthetic custom oil mixture essential oil nice bottle reason purchase separate bottle seller devlon describe have oz unfortunately goldrimmed bottle come warmer wide sell website photo exact type distinctive pump problem replacement bottle not touch warming element gap oil warm white rim replacement bottle way gold rim onebr br end keep original bottle swap pump new leave bottleone scent option,-0.5,0
563323,1,One Star,2018-04-28 00:35:19.976,star like strong use potpourri bathroom,-1.0,0
437274,5,Five Stars,2016-04-09 16:07:03.000,star great smell well little holder stick,1.0,1
16857,1,I do not recommend.,2022-07-12 22:36:46.933,recommend pull hair leave red rash worth,-1.0,0
38673,5,Great,2019-01-08 23:22:20.220,great good eyeliner,1.0,1
278041,3,What you see is NOT what you get,2019-12-21 14:18:02.534,receive grinder extra grind wheel order clipper carry bag elsebr br grinder quiet appear sturdy use big weimaraner toe say toenail big need turn grinder sideways order use impatient grinder let grinder thing press nail hardbr br key note think nail dust fine easily inhale good wear mask grind critter nail avoid inhale stuff blech,0.0,0
436494,5,I had tried them at my daugther's home and loved them.,2018-06-22 15:46:35.882,try daugther home love fabulous thank try daugther home love,1.0,1
409203,2,Really XL?,2019-10-21 15:29:43.804,xl look good arrive fast anticipate sizing ridiculous,-0.5,0
256116,1,Waste of money,2020-04-15 19:26:42.641,waste money not bother,-1.0,0
346414,5,Just what I wanted!,2017-06-01 18:30:39.000,want great think get complaint box getting break delivery receive box account tact love ill buy set christmas present,1.0,1
443889,1,Too small for adult male,2020-09-29 15:48:27.865,small adult male way small adult male,-1.0,0
259114,5,This chapstick is amazing! Not only is it adorable,2018-08-17 01:25:53.445,chapstick amazing adorable chapstick amazing adorable super soft nice lip definitely worth try mint far order try flavor,1.0,1
326529,5,Has everything you need,2022-12-01 23:44:26.640,need include instruction manualbr br drill amazing nail callus flatten level nail bed skin not hurt like run drill finger tickle work great nail sound not loud leave nail dust s give,1.0,1
403291,2,Too good to be true....,2020-12-29 19:08:59.708,good true start keep see artist use pink green tape think   deal cheap bad quality purchase   year lash artistbr not hold like super glue   favor look,-0.5,0
182799,1,Smells ok,2016-03-28 20:45:53.000,smell ok   pay    dab hard chalky stuffi stupid buy       go trash chalky old product,-1.0,0
23441,5,Thickness of nails are great,2020-04-06 17:02:21.185,thickness nail great nail tip sturdy thick definitely order,1.0,1
577587,4,had a weird chemical scent to it. I left ...,2016-12-09 21:42:27.000,weird chemical scent leave   weird chemical scent leave package   hour smell disappear hair brush,0.5,1
474273,5,EFFECTIVE AND EASY TO USE,2021-08-30 16:59:59.801,effective easy use applicator brush great like liquid eyeliner easy apply morning tend forget evening eyelash tendency fall stop thick   day use think long not picture difficult tell ve occasionally eyebrow notice new growth highly recommend try,1.0,1
374070,1,Smells like plastic,2019-11-05 22:27:18.983,smell like plastic awful not use not ask refund leak packaging transit arrival try use smell like hot plastic bad consistency,-1.0,0
675267,1,One Star,2017-04-09 14:39:54.000,star suck,-1.0,0
572685,5,I've been using this since the 70s,2010-01-06 19:17:19.000,ve s ve tape teenager s strong cowlick bang not stay   grow bang   year cut find tape drawer need buy   good withstand blow dryer diffuser sleep bang tape   thank amazon stock,1.0,1
691377,4,Great product!,2021-02-07 18:44:24.843,great product love product go color lip stay soft hydrated long application   hate wear lipstick perfect product,0.5,1
484197,2,It leaks,2021-03-05 09:50:53.755,leak smudge proof weird smell eyeliner seal leak,-0.5,0
611373,1,Looked crappy and cheap,2022-05-14 14:23:55.447,look crappy cheap lash look crappy cheap,-1.0,0
611102,5,Hair Bands are really good,2020-08-09 15:56:27.594,hair band good band highly elastic good use worth price,1.0,1
364886,5,Great Brush,2020-02-28 13:33:25.889,great brush buy daughter brush stocking stuffer christmas   month use day hair look like bee nest get get tangle pull hair hurt buy time come replace,1.0,1
37702,5,Love love love this. Mix it with my foundation. Nice and dewy ans glowy!,2019-03-04 21:16:17.032,love love love mix foundation nice dewy an glowy love love love mix foundation nice dewy an glowy,1.0,1
246321,4,Satisfied fully,2015-01-19 07:16:22.000,satisfied fully work wife skin problem s ask lol,0.5,1
341887,4,no,2019-09-26 11:39:33.992,great shaver affordable price,0.5,1
267259,1,HUH??,2021-01-28 05:46:39.820,huh black woman,-1.0,0
286406,5,Gladly purchased,2020-05-11 14:24:16.579,gladly purchase receive soon expect love silky hair feel,1.0,1
84117,1,Hated them.,2022-05-20 18:31:14.444,hate cut hair face,-1.0,0
50450,5,Gets the burliest of beards under control.,2018-05-13 15:38:00.796,get burliest beard control bristle soft comfortable decent product price,1.0,1
633523,5,Very user friendly,2021-04-28 14:17:13.554,user friendly buy start use till pandemic start definitely plan child haircut home easy use ve son hair cut turn pretty nice noice level loud little ok charge time battery life good not need little haircut save money,1.0,1
679060,5,Five Stars,2016-10-05 02:49:25.000,star like original last forever give pleasant aroma,1.0,1
513031,5,Alcohol dispenser,2014-05-05 13:18:39.000,alcohol dispenser good price easy use   ve purchase item like order duplicate need,1.0,1
29341,5,"Perfect for long, thick hair",2018-11-18 23:54:59.150,perfect long thick hair buy granddaughter long thick hair   towel shower wrap aroung body hair use hang curtain rod dry reuse,1.0,1
295208,5,Five Stars,2016-12-14 02:51:47.000,star thank,1.0,1
199386,5,Best Skin Moisturizer DMSO,2018-04-25 07:59:10.727,good skin moisturizer dmso start dmso cream year success amazement clear small redbrown spot face cause sun work great mebr ingredient amazing skin labeling prove wrong lolbr note eye,1.0,1
46224,4,Smells like pine and sawdust!,2023-02-10 14:50:00.599,smell like pine sawdust get try pine ceder love itbr br strong hope work smell like pine ceder sawdustlt,0.5,1
278891,5,Great quality,2019-06-19 05:19:54.021,great quality love   dog mind trim nail today light weight super loud   clipper sharp battery power file comes charge work live fact safety vuard not trim nail short   glad buy,1.0,1
516538,4,White balm won't stain beard yellow.,2018-01-20 18:21:03.632,white balm will not stain beard yellow perfect peppermint beard balm white beard balm color beard stain yellow   great peppermint smell wintergreen spearmint good peppermint smell   give perfect   star tin hard open   wish screw onoff versus friction,0.5,1
130417,5,Five Stars,2016-08-28 02:07:46.000,star expensive terrific product,1.0,1
585403,1,They changed the Formula!!!!!,2018-02-18 16:51:38.394,change formula summer start product absolutely love not break soothe face come original packaging like picture abovebr fall change packaging say not change formula productthey didbr come big bottle smell like cheap candy burn face break leave greasy residuebr br wish not change product love itbr not waste money,-1.0,0
443104,1,Shedding,2017-01-14 19:24:16.000,shed want like loose bristle alarming rate trash soon,-1.0,0
291374,3,Great ponytail for the price,2019-08-18 23:43:05.248,great ponytail price great ponytail price little skeptical curly wavy ponytail easy install   receive compliment,0.0,0
503932,5,smells great,2011-12-29 23:38:18.000,smell great buy soap   not believe markup product store   price fantastic,1.0,1
24023,4,Great deodorant,2021-11-08 20:11:17.225,great deodorant star   bottle leak spray   leak cap drip hand floor counterbr smell awesome light airy deodorant work day sensitive deodorant bother,0.5,1
11502,5,Beautifullllll... Dying with this set. And ...,2017-09-12 01:56:54.833,beautifullllll die set   beautifulllllldye set bag cute fast shipping,1.0,1
296655,5,Five Stars,2017-12-29 05:16:55.596,star cool love,1.0,1
669888,5,Very good scent,2022-03-15 21:28:01.536,good scent amazed scent spot ve look nag champa scent everybody say not good actually good scent pretty strong diffuser probably buy run,1.0,1
347239,4,"Rose scenting is closer to unisex, which is good.",2019-11-03 16:22:51.963,rise scent close unisex good not find video line use bruise probably not suppose experiment chronic health issue require blood test injection time year poke inevitably bruise miss vein try look like sort drug addict wear short sleeve make self consciousbr br apply generously surface bruise qtip twice day day horrifically dark bruise raise harden line quarter inch idea maybe search scrape inside arm stuff work make barely noticeable small yellow normally reach day stop let finish basically go day notice result quick healing applicationbr br bruise dissappeare quickly surface bacame little pick d little peel little scratch fair skin celtic ancestry lot thing experiment little application andor cut frequency timebr br lastly worried rise scented guy not want smell like rose end flowery smell worry pleasant smell strong unisex smell review give detail usage product fda approve use risk bruise sport bruising daily occurance probably not use warning perfect hand occasional dark bruise area want clear quick,0.5,1
421740,5,THE solution for dull thin limp hair,2018-05-28 05:17:02.463,solution dull thin limp hair live proof shampoo absolutely good shampoo   fine hair look   feel full stay clean greasy heavy   day worth penny,1.0,1
146505,5,This is the dry shampoo I've been looking for,2017-03-10 04:18:21.000,dry shampoo ve look fantastic productin addition refresh fine hair add perfect texture hold   worth penny not need product   stockpile stuff not want run,1.0,1
205686,1,Thumb sized.,2018-11-24 07:20:39.557,thumb size tiny   picture show actual size   crap,-1.0,0
690934,4,Nice brush minus missing bristle,2018-09-07 06:55:26.618,nice brush minus miss bristle dissapointed receive brush bristle miss try love way bristle feel scalp kind tug hair split end fall brush hair wish allbr bristle hate picky price feel entitled,0.5,1
190929,5,👍,2020-06-27 16:43:29.699,  fit great favorite color,1.0,1
455557,5,Got the job done,2019-09-28 18:57:42.798,get job wear hair   month problem,1.0,1
370981,3,Ok,2015-12-15 21:24:15.000,ok ok quality buy similar hat amazon well quality,0.0,0
266905,5,Great to have in purse!,2018-07-08 19:29:28.821,great purse exactly want   perfect brush mirror combo fold fit purse easily,1.0,1
33588,5,Great perfume!!,2020-11-16 20:37:42.168,great perfume husband love smell perfume think great scented smell   great perfume man recommend husband perfume love,1.0,1
398258,5,Muy bueno.,2019-01-04 18:55:48.549,muy bueno excelente para el cuidado del cabello,1.0,1
51253,5,Five Stars,2017-07-12 13:03:58.176,star far   work advertise   deliver time,1.0,1
546223,1,Item didn't work. I returned it for a full ...,2016-07-13 14:35:10.000,item not work return   item not work   return refund,-1.0,0
179815,3,Three Stars,2014-10-27 11:00:27.000,star difficult wor,0.0,0
296224,5,Works well with uv resin,2021-04-21 23:43:34.931,work uv resin m new resin work help nice piece jewelry happy get,1.0,1
534324,5,Hot!,2020-07-26 01:44:25.272,hot absolutely love hair compliment need,1.0,1
3000,3,Don't last long,2020-09-21 17:08:20.384,not long pumice stone shave dead skin callus nicely not long break easily colored pretty useless,0.0,0
217430,5,Full and fluffy,2020-11-14 15:15:29.906,fluffy big fluffy wear feel like fly away like big lash these definitely worth buy glue hold day issue actually pretty easy remove,1.0,1
41500,3,I'd still choose my créme. Might buy again.,2015-05-11 19:00:20.000,d choose créme buy usually stick créme lash one left think try one feel good not plasticky hard bend full not actually wear like hold okay shipping fast complain,0.0,0
584985,4,It's hard to get off.,2018-10-28 19:25:46.016,hard nice color,0.5,1
698718,3,It smells like pickles,2019-03-23 22:37:49.188,smell like pickle fine powder smell faintly pickle scent powering odd,0.0,0
687136,5,Love it !,2022-05-03 18:02:17.579,love   absolutely love people have trouble take let sit morning routine   ll loosen run warmhot water help melt   loosen,1.0,1
333921,5,Best Wipes,2022-02-13 10:06:11.845,good wipe week not find   take makeup remover wipe grant good makeup remover wipe good size thick brand   remove eye makeup effectively   importantly hydrated not feel like sandpaper face,1.0,1
420119,5,Hair product,2021-05-05 11:21:28.333,hair product great product,1.0,1
565771,5,Works well and lasts awhile,2020-02-29 01:03:40.504,work last awhile work come nice packaging definitely last awhile wish hook hang bit big,1.0,1
81926,1,Don't believe the hype,2021-01-24 04:05:57.169,not believe hype blah blah blah social medium abuzzbr caramel color liquid heavy bottle add teenage type body spray   light vanilla smell not stay project lastbr return covd time smell not contact seller   run,-1.0,0
546023,5,So happy with them!,2020-04-12 05:09:50.236,happy adorable hold buy trip disney not tell difference one sell park    highly recommend,1.0,1
93833,5,Very Lovely,2020-12-25 05:45:19.281,lovely beautiful,1.0,1
256556,5,Five Stars,2016-12-24 05:55:29.000,star good item,1.0,1
481719,3,Three Stars,2018-04-02 18:58:20.969,star love capsule one jar dry hard oil inside,0.0,0
212027,5,classic wet shave soap,2013-06-14 20:54:38.000,classic wet shave soap good product describe wet shave enthusiast m set year long time cool,1.0,1
60797,5,Great price,2021-06-29 00:23:18.759,great price great price mini,1.0,1
28143,5,Beautiful Color!,2022-06-05 15:48:58.683,beautiful color not find color store pretty orly good polish   stay long brand,1.0,1
515363,5,I use every night!,2022-01-15 02:58:03.727,use night use night eye look bright fine line,1.0,1
273971,5,Five Stars,2017-07-21 02:56:05.599,star love,1.0,1
102669,5,"Great hair, textture",2022-01-02 04:56:27.689,great hair textture buy backup,1.0,1
148231,1,worse than using noting at all....,2013-06-19 17:10:56.000,bad note understand lot european smell like not use deodorant   probable product smell like br smell horrible couple minute apply stunk hallway work good grief not understand reviewsbr plain powder work betterbr br search good alternative deodorant nasty chemicalsive waste ton money product like,-1.0,0
545004,5,Sensuous perfume,2022-11-16 22:11:58.360,sensuous perfume sensuous discontinue beautiful fragrance receive compliment go wonderful christmas gift   bring new line bring estée lauderbr br miss yvette,1.0,1
659898,1,Works for awhile … then doesn’t,2022-07-03 00:22:11.918,work awhile   not worth nail,-1.0,0
310075,1,It did not fit the key I had to modify ...,2018-07-03 22:05:59.193,fit key modify   fit key modify flimsy week plastic strong,-1.0,0
332421,2,Dissapointed,2021-07-15 17:50:38.211,dissapointe open packaging notice bend extend worry think start client nail notice little crack br like brush break   glue brush nice work disappoint refurbish,-0.5,0
354673,1,Worst buy yet,2020-10-06 11:12:45.362,bad buy small flimsy hard seperate idk m go lash not fit,-1.0,0
174695,5,Tiny but powerful,2021-02-11 19:22:16.300,tiny powerful tiny deodorant wonderful travel companion,1.0,1
224420,1,What happened ? Disappointed 😔,2020-01-25 07:56:26.147,happen   disappoint   good shampoo market hair finelimp hair shiny bouncy static conditioner great not hair greasy weigh hair downbr update   day laterim return shampoo hair lifeless waxy feel volume disappear use disappointed,-1.0,0
269343,1,Yep,2022-03-05 22:47:39.777,yep perfect color applicator break inside use not like sharp thing apply makeup,-1.0,0
656003,5,Lip gloss,2020-12-15 19:06:33.834,lip glos lip gloss lip hydrate coconut send smell good recommend,1.0,1
69459,1,Hard to use,2022-05-26 04:11:01.496,hard use find super hard use compare wooden stick   mess use,-1.0,0
453575,1,Don’t waste your time,2021-04-25 02:37:01.503,not waste time scam sure,-1.0,0
103606,5,These are okay,2021-06-12 19:07:44.801,okay tell cheaply work nice   pk,1.0,1
440586,5,Love,2019-10-06 18:33:54.301,love love,1.0,1
591319,1,I need my item or money back,2018-09-05 23:23:55.975,need item money videoidecedfbab happen     itembr plastic bag    ,-1.0,0
579856,5,💕,2018-11-03 16:19:37.570,  super duper early love,1.0,1
99882,5,Comfortable,2021-03-18 01:35:39.280,comfortable nice,1.0,1
308577,5,GORGEOUS,2021-06-23 19:14:48.720,gorgeous definitely worth purchase,1.0,1
637347,5,Perfect Essentials Travel Bag,2021-04-10 23:48:10.736,perfect essential travel bag love super cute sturdy moveable notch convenient m sfx artist extremely useful transport kit   makeup travel client not mean makeup superbly useful essential project design super cute boot,1.0,1
479055,4,Softener needed but not bad,2020-10-22 00:35:41.534,softener need bad light leave conditioner untangle moisturize,0.5,1
420870,1,I have been using this gadget every day for about ...,2016-03-20 22:34:36.000,gadget day   gadget day   minute time   week not change different   m sure believe gadget actually work continue use purchase hope miracle,-1.0,0
33651,5,Obsessed,2019-12-12 04:08:10.306,obsess m obsess soap give good scratchthatitch exfoliation nice short hippy approve ingredient list,1.0,1
303054,1,Wasn’t like the picture,2022-01-31 02:25:40.558,not like picture not like little,-1.0,0
174269,1,A miss,2021-04-28 22:31:36.629,miss pass flimsy cover,-1.0,0
112718,1,not strong enough and so loud!!!,2016-07-28 04:03:26.000,strong loud m nail tech hope buy help nail dust thing barely suck dust one blow right dust bag not inside dust bag barely fan soo loud waste money,-1.0,0
445581,5,Great masks!,2020-10-27 04:33:35.202,great mask great mask comfortable one ve find not tug ear not harsh skin compare mask ve purchase,1.0,1
697494,4,Good choice of razor,2019-01-25 21:56:26.809,good choice razor pretty good razor overall come pretty sharp right box sharp cleanly cut thin arm hair snag try shave facial hair acrylic handle light wonderful design,0.5,1
418641,5,Big,2019-03-06 04:46:08.991,big nice quiet include thing throw big,1.0,1
399848,1,Bruises skin.,2019-05-22 11:13:26.846,bruise skin bruise,-1.0,0
607942,1,Wig looks nothing like the picture!,2021-05-08 17:31:09.497,wig look like picture wig receive look like picture look like bird nest,-1.0,0
28070,5,"Work great for fine, thin hair",2018-03-29 01:47:06.760,work great fine thin hair long fine thin hair get volume problem way sort volume salon blow obvious financial reason not day list requitement round brush set check boxbr sturdy will not fall apart like cheap one big box store hollow barrel ceramic coat well heat conduction extra damage hair metal barrel bristle plastic flexible hair smooth amd shiney fun bonus adore color set        size come aesthetically pleasing box perfect wrap intend giftbr not know use round brush suggest look tip make hard need big tip not try blowout wet hair hair damp well like   dry tangled disaster,1.0,1
475390,5,Five Stars,2017-06-16 04:23:48.283,star well moisturizer ve,1.0,1
131557,5,Soft n Fluffy,2019-06-20 22:45:09.772,soft n fluffy like color get lot compliment,1.0,1
250599,5,Five Stars,2016-06-12 18:44:31.000,star nice mirror look great counter,1.0,1
293290,5,Great,2020-05-25 10:40:21.345,great wonderful   perfect size sprayer work bottle   great value,1.0,1
251666,4,Works great,2019-08-19 19:55:31.633,work great fan pump time push pump get tiny little bit take   pump work virtually smell burn sensation sensitive area little pricey small work good take   minute time remove unwanted hair product great not like have work hard tiny pump time,0.5,1
288729,2,DRY AND BRITTLE,2020-07-25 20:17:04.984,dry brittle hair feel brittle dry like straw return immediately definitely dry hair,-0.5,0
440489,5,"Good Quality, Very pretty",2021-12-23 05:57:52.082,good quality pretty surprisingly good quality   thin glitter not smooth not snag come adhesive nail brush layer nail bond go strong   week wear   tear resistant stay look beautiful time wish know brand d buy color,1.0,1
37948,5,gorgeous!!,2015-10-06 17:42:50.000,gorgeous gorgeous big expect pleasantly surprised,1.0,1
27937,5,Low odor great white blonde color,2020-06-23 17:08:11.846,low odor great white blonde color love white blonde color producesbr easy mix easy use,1.0,1
597737,5,Exactly what I ordered!,2018-08-11 03:29:21.362,exactly order satisfied product,1.0,1
